maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
maint00002302,trk00060,2024-05-08,engine,208155,6.1,547.02,979.57,1526.59,kansas city,32.2,routine engine
maint00002303,trk00076,2024-05-08,brake,678885,5.4,459.08,2960.99,3420.07,indianapolis,24.5,routine brake
maint00002304,trk00087,2024-05-09,brake,466092,6.5,574.37,1683.16,2257.53,charlotte,32.0,emergency brake
maint00002305,trk00012,2024-05-09,transmission,377978,1.5,173.79,1154.22,1328.01,philadelphia,42.4,scheduled transmission
maint00002306,trk00039,2024-05-09,transmission,134059,2.0,182.65,3472.39,3655.04,charlotte,8.5,scheduled transmission
maint00002307,trk00017,2024-05-09,repair,272669,7.8,737.06,1377.09,2114.15,denver,22.1,emergency repair
maint00002308,trk00044,2024-05-09,transmission,598749,2.4,265.96,2266.7,2532.66,atlanta,37.7,emergency transmission
maint00002309,trk00006,2024-05-09,repair,131363,4.5,525.86,931.47,1457.33,memphis,4.8,scheduled repair
maint00002310,trk00109,2024-05-10,engine,159777,4.8,434.32,2022.17,2456.49,milwaukee,35.4,emergency engine
maint00002311,trk00017,2024-05-11,engine,122412,5.0,606.94,1546.99,2153.93,oklahoma city,31.5,emergency engine
maint00002312,trk00113,2024-05-12,preventive,444740,0.7,79.53,121.17,200.7,detroit,20.3,routine preventive
maint00002313,trk00066,2024-05-12,transmission,526166,1.0,103.99,605.66,709.65,denver,39.4,emergency transmission
maint00002314,trk00018,2024-05-12,tire,58947,6.0,659.23,1160.64,1819.87,philadelphia,32.4,emergency tire
maint00002315,trk00083,2024-05-12,inspection,703793,5.7,531.95,14.69,546.64,portland,7.0,scheduled inspection
maint00002316,trk00014,2024-05-13,engine,727769,1.5,146.34,2142.63,2288.97,denver,9.9,scheduled engine
maint00002317,trk00022,2024-05-13,repair,552954,6.8,665.84,3413.34,4079.18,oklahoma city,17.6,emergency repair
maint00002318,trk00052,2024-05-15,engine,177012,2.0,216.42,868.94,1085.36,miami,31.4,scheduled engine
maint00002319,trk00014,2024-05-15,transmission,262169,7.4,666.25,2724.25,3390.5,denver,7.9,emergency transmission
maint00002320,trk00027,2024-05-17,engine,306979,4.2,459.71,2567.29,3027.0,portland,15.7,scheduled engine
maint00002321,trk00007,2024-05-17,brake,89955,2.8,296.55,423.11,719.66,seattle,13.2,emergency brake
maint00002322,trk00054,2024-05-17,brake,610632,4.2,436.86,80.96,517.82,milwaukee,15.6,emergency brake
maint00002323,trk00008,2024-05-18,transmission,399012,4.6,473.33,657.1,1130.43,denver,42.4,emergency transmission
maint00002324,trk00080,2024-05-18,tire,663630,2.0,214.76,3298.29,3513.05,salt lake city,32.3,routine tire
maint00002325,trk00099,2024-05-20,transmission,275747,5.6,571.7,2733.25,3304.95,columbus,9.5,scheduled transmission
maint00002326,trk00090,2024-05-20,engine,372896,0.8,80.63,3178.32,3258.95,minneapolis,3.6,scheduled engine
maint00002327,trk00009,2024-05-20,engine,236038,2.0,216.68,514.3,730.98,las vegas,16.8,scheduled engine
maint00002328,trk00084,2024-05-20,preventive,320874,2.3,266.06,674.35,940.41,detroit,3.4,scheduled preventive
maint00002329,trk00095,2024-05-21,preventive,353662,5.6,594.98,3263.84,3858.82,chicago,36.5,routine preventive
maint00002330,trk00015,2024-05-22,inspection,552381,4.8,544.87,102.3,647.17,charlotte,46.3,routine inspection
maint00002331,trk00101,2024-05-22,preventive,264181,3.7,410.63,76.53,487.16,seattle,43.0,emergency preventive
maint00002332,trk00114,2024-05-22,transmission,57351,3.0,350.26,2914.17,3264.43,charlotte,47.0,emergency transmission
maint00002333,trk00056,2024-05-23,repair,89461,2.4,227.11,1339.23,1566.34,miami,6.4,scheduled repair
maint00002334,trk00018,2024-05-23,transmission,707673,6.8,593.72,1868.97,2462.69,kansas city,8.3,scheduled transmission
maint00002335,trk00114,2024-05-24,inspection,181728,6.7,825.68,121.23,946.91,las vegas,37.4,emergency inspection
maint00002336,trk00029,2024-05-25,inspection,177096,0.8,91.46,70.81,162.27,atlanta,43.9,routine inspection
maint00002337,trk00040,2024-05-25,transmission,155542,5.1,499.14,3368.7,3867.84,los angeles,19.2,scheduled transmission
maint00002338,trk00061,2024-05-26,transmission,736343,5.8,582.93,325.52,908.45,omaha,4.7,routine transmission
maint00002339,trk00087,2024-05-26,inspection,528076,4.2,408.42,140.99,549.41,oklahoma city,16.2,routine inspection
maint00002340,trk00037,2024-05-27,inspection,576672,3.0,309.17,77.87,387.04,salt lake city,23.5,scheduled inspection
maint00002341,trk00076,2024-05-27,brake,578156,6.6,774.35,1722.78,2497.13,philadelphia,4.2,emergency brake
maint00002342,trk00075,2024-05-27,inspection,416758,4.8,529.75,118.31,648.06,philadelphia,22.0,routine inspection
maint00002343,trk00113,2024-05-27,tire,593119,5.8,645.67,502.64,1148.31,los angeles,20.9,emergency tire
maint00002344,trk00030,2024-05-28,inspection,388354,5.7,699.9,70.31,770.21,las vegas,6.8,emergency inspection
maint00002345,trk00088,2024-05-28,preventive,279554,3.4,419.84,3141.2,3561.04,salt lake city,9.8,routine preventive
maint00002346,trk00044,2024-05-28,tire,509665,4.7,490.55,1284.89,1775.44,milwaukee,28.7,routine tire
maint00002347,trk00115,2024-05-29,inspection,478003,3.7,431.7,73.37,505.07,philadelphia,11.2,emergency inspection
maint00002348,trk00075,2024-05-29,brake,117377,6.9,809.49,3040.4,3849.89,memphis,28.0,routine brake
maint00002349,trk00028,2024-05-29,engine,74394,2.3,255.57,2442.02,2697.59,columbus,43.4,scheduled engine
maint00002350,trk00087,2024-05-29,brake,237575,6.4,666.48,1062.0,1728.48,detroit,4.5,emergency brake
maint00002351,trk00091,2024-05-29,brake,298974,4.4,499.94,2238.48,2738.42,memphis,19.3,routine brake
maint00002352,trk00041,2024-05-30,inspection,120222,4.8,416.98,128.25,545.23,chicago,45.9,emergency inspection
maint00002353,trk00023,2024-05-30,brake,419158,1.0,93.91,1261.39,1355.3,charlotte,23.1,routine brake
maint00002354,trk00032,2024-05-30,repair,267752,4.8,589.58,1795.57,2385.15,columbus,32.5,routine repair
maint00002355,trk00100,2024-05-31,tire,599930,1.4,119.51,1090.2,1209.71,salt lake city,23.2,routine tire
maint00002356,trk00091,2024-05-31,repair,742041,5.6,522.47,3365.1,3887.57,milwaukee,5.2,emergency repair
maint00002357,trk00023,2024-06-01,engine,385908,6.5,688.74,1463.17,2151.91,phoenix,16.4,scheduled engine
maint00002358,trk00002,2024-06-01,preventive,536626,7.7,821.82,3104.68,3926.5,minneapolis,38.9,emergency preventive
maint00002359,trk00055,2024-06-01,tire,627197,7.4,816.26,1954.96,2771.22,omaha,36.2,scheduled tire
maint00002360,trk00099,2024-06-01,brake,269752,1.2,115.05,2089.61,2204.66,seattle,19.5,emergency brake
maint00002361,trk00115,2024-06-01,transmission,593963,4.8,506.62,698.95,1205.57,oklahoma city,18.1,scheduled transmission
maint00002362,trk00111,2024-06-02,repair,257624,5.0,476.3,405.46,881.76,portland,14.5,routine repair
maint00002363,trk00113,2024-06-02,inspection,419844,7.7,682.11,129.92,812.03,seattle,21.7,emergency inspection
maint00002364,trk00081,2024-06-03,brake,351230,0.9,106.85,3264.42,3371.27,atlanta,10.1,scheduled brake
maint00002365,trk00004,2024-06-04,tire,177031,5.5,580.28,2698.36,3278.64,omaha,37.5,routine tire
maint00002366,trk00055,2024-06-04,inspection,546216,3.8,406.5,106.83,513.33,milwaukee,42.5,routine inspection
maint00002367,trk00114,2024-06-04,repair,519025,5.9,713.42,232.59,946.01,seattle,22.2,scheduled repair
maint00002368,trk00052,2024-06-04,engine,681912,3.7,346.85,228.33,575.18,dallas,16.4,scheduled engine
maint00002369,trk00046,2024-06-04,preventive,572514,7.7,714.74,1878.53,2593.27,oklahoma city,33.8,emergency preventive
maint00002370,trk00055,2024-06-04,transmission,70538,4.5,403.97,2400.16,2804.13,denver,6.3,scheduled transmission
maint00002371,trk00110,2024-06-06,preventive,556758,4.8,412.23,2742.87,3155.1,phoenix,8.4,emergency preventive
maint00002372,trk00118,2024-06-06,preventive,705347,1.6,145.63,2733.55,2879.18,charlotte,3.0,routine preventive
maint00002373,trk00041,2024-06-07,transmission,227261,2.9,319.86,2017.25,2337.11,miami,11.8,scheduled transmission
maint00002374,trk00094,2024-06-07,transmission,431224,7.6,724.51,1637.63,2362.14,philadelphia,47.5,emergency transmission
maint00002375,trk00107,2024-06-07,engine,497724,3.3,330.08,1873.82,2203.9,charlotte,7.9,scheduled engine
maint00002376,trk00079,2024-06-07,transmission,669939,6.6,600.62,2201.51,2802.13,omaha,7.3,routine transmission
maint00002377,trk00095,2024-06-07,repair,476392,5.3,495.79,2501.39,2997.18,miami,9.4,routine repair
maint00002378,trk00026,2024-06-07,brake,130802,7.4,657.46,2348.29,3005.75,milwaukee,2.3,routine brake
maint00002379,trk00026,2024-06-08,brake,525252,8.0,891.22,2628.87,3520.09,columbus,45.9,scheduled brake
maint00002380,trk00089,2024-06-08,engine,168436,7.3,890.79,82.78,973.57,miami,39.7,scheduled engine
maint00002381,trk00119,2024-06-08,tire,171518,0.9,98.41,1573.62,1672.03,detroit,2.1,scheduled tire
maint00002382,trk00002,2024-06-09,tire,267169,5.0,597.33,1028.85,1626.18,memphis,7.4,routine tire
maint00002383,trk00072,2024-06-09,preventive,747256,3.4,326.57,2340.77,2667.34,portland,26.2,emergency preventive
maint00002384,trk00024,2024-06-09,transmission,742845,0.5,44.05,2141.92,2185.97,kansas city,47.3,routine transmission
maint00002385,trk00042,2024-06-10,transmission,167239,4.7,472.95,2804.72,3277.67,milwaukee,21.2,scheduled transmission
maint00002386,trk00051,2024-06-10,repair,261298,5.1,589.98,3202.83,3792.81,nashville,22.5,routine repair
maint00002387,trk00068,2024-06-10,repair,578291,0.5,43.28,1312.7,1355.98,salt lake city,2.3,scheduled repair
maint00002388,trk00064,2024-06-11,inspection,416648,5.5,668.17,44.89,713.06,new york,44.1,routine inspection
maint00002389,trk00030,2024-06-11,transmission,424915,0.6,65.1,203.74,268.84,portland,10.4,emergency transmission
maint00002390,trk00106,2024-06-11,tire,110507,5.1,586.46,628.62,1215.08,memphis,45.4,scheduled tire
maint00002391,trk00106,2024-06-11,tire,100866,6.3,769.37,1403.33,2172.7,chicago,41.7,scheduled tire
maint00002392,trk00079,2024-06-12,tire,222760,2.9,330.68,1894.63,2225.31,seattle,35.6,emergency tire
maint00002393,trk00057,2024-06-12,repair,246303,1.3,136.76,942.71,1079.47,atlanta,35.9,scheduled repair
maint00002394,trk00092,2024-06-13,transmission,631818,1.9,234.44,256.17,490.61,las vegas,27.5,emergency transmission
maint00002395,trk00097,2024-06-13,transmission,509120,4.4,460.38,1289.17,1749.55,seattle,33.5,scheduled transmission
maint00002396,trk00009,2024-06-13,repair,500024,2.6,239.41,2376.12,2615.53,milwaukee,44.8,routine repair
maint00002397,trk00042,2024-06-13,brake,99796,2.0,213.95,2279.22,2493.17,philadelphia,38.5,emergency brake
maint00002398,trk00090,2024-06-14,tire,587341,2.9,322.36,462.09,784.45,denver,13.8,scheduled tire
maint00002399,trk00040,2024-06-14,tire,649470,7.9,674.32,1850.42,2524.74,miami,9.7,emergency tire
maint00002400,trk00037,2024-06-15,preventive,77265,2.3,279.13,2293.98,2573.11,miami,38.8,routine preventive
maint00002401,trk00028,2024-06-15,brake,720198,0.6,64.78,1273.22,1338.0,chicago,33.5,scheduled brake
maint00002402,trk00117,2024-06-16,engine,710524,4.0,371.03,2514.66,2885.69,miami,16.3,routine engine
maint00002403,trk00041,2024-06-16,inspection,727878,5.6,529.93,105.24,635.17,minneapolis,9.1,scheduled inspection
maint00002404,trk00082,2024-06-16,tire,487620,2.3,283.55,1438.09,1721.64,oklahoma city,39.8,routine tire
maint00002405,trk00020,2024-06-16,preventive,96451,2.2,245.26,2980.48,3225.74,new york,38.9,scheduled preventive
maint00002406,trk00005,2024-06-17,brake,237075,6.6,807.09,551.52,1358.61,kansas city,11.5,routine brake
maint00002407,trk00029,2024-06-17,repair,648344,5.0,602.75,3148.37,3751.12,las vegas,19.2,emergency repair
maint00002408,trk00023,2024-06-17,preventive,196597,1.7,150.87,284.71,435.58,minneapolis,31.5,emergency preventive
maint00002409,trk00033,2024-06-17,brake,586301,1.9,223.6,2254.35,2477.95,kansas city,33.6,scheduled brake
maint00002410,trk00042,2024-06-17,tire,202031,6.1,683.62,2101.91,2785.53,detroit,7.4,scheduled tire
maint00002411,trk00119,2024-06-17,transmission,442752,4.1,466.17,2170.67,2636.84,dallas,4.9,scheduled transmission
maint00002412,trk00078,2024-06-17,engine,544259,2.9,346.4,404.87,751.27,dallas,20.3,scheduled engine
maint00002413,trk00103,2024-06-18,tire,51912,0.7,81.2,2403.07,2484.27,detroit,43.4,routine tire
maint00002414,trk00085,2024-06-18,inspection,439351,7.1,663.27,32.29,695.56,houston,33.2,routine inspection
maint00002415,trk00111,2024-06-18,transmission,448891,1.5,159.95,1889.86,2049.81,atlanta,43.6,scheduled transmission
maint00002416,trk00075,2024-06-19,transmission,213505,3.7,394.21,1743.18,2137.39,omaha,14.2,emergency transmission
maint00002417,trk00038,2024-06-19,brake,546943,6.3,688.92,290.29,979.21,milwaukee,42.9,emergency brake
maint00002418,trk00075,2024-06-20,inspection,281929,2.7,261.07,119.45,380.52,miami,7.5,emergency inspection
maint00002419,trk00112,2024-06-20,tire,623299,1.2,113.32,1938.85,2052.17,chicago,16.9,routine tire
maint00002420,trk00082,2024-06-20,brake,64034,7.1,874.02,1829.51,2703.53,miami,15.3,routine brake
maint00002421,trk00051,2024-06-20,inspection,469629,3.7,415.54,66.62,482.16,nashville,47.2,scheduled inspection
maint00002422,trk00091,2024-06-21,brake,68603,6.3,629.92,2111.46,2741.38,las vegas,28.2,scheduled brake
maint00002423,trk00112,2024-06-21,inspection,458831,1.0,120.67,107.07,227.74,charlotte,2.9,emergency inspection
maint00002424,trk00080,2024-06-21,preventive,554488,2.3,241.28,1344.04,1585.32,milwaukee,17.0,scheduled preventive
maint00002425,trk00038,2024-06-22,engine,408141,1.5,157.81,2143.27,2301.08,los angeles,38.1,scheduled engine
maint00002426,trk00069,2024-06-22,transmission,490403,2.2,266.4,1848.81,2115.21,denver,27.4,routine transmission
maint00002427,trk00035,2024-06-22,preventive,628390,2.5,276.73,203.67,480.4,new york,41.1,scheduled preventive
maint00002428,trk00055,2024-06-22,transmission,166390,2.4,245.5,2343.13,2588.63,minneapolis,43.1,scheduled transmission
maint00002429,trk00026,2024-06-23,preventive,142597,3.0,256.46,2740.7,2997.16,dallas,41.8,emergency preventive
maint00002430,trk00024,2024-06-23,repair,710413,5.5,476.48,723.32,1199.8,philadelphia,32.0,emergency repair
maint00002431,trk00094,2024-06-24,transmission,71594,3.1,367.09,3109.34,3476.43,miami,23.4,scheduled transmission
maint00002432,trk00007,2024-06-24,inspection,393128,4.9,474.15,137.07,611.22,minneapolis,21.8,emergency inspection
maint00002433,trk00038,2024-06-24,engine,95460,2.0,219.78,1743.78,1963.56,chicago,16.1,scheduled engine
maint00002434,trk00117,2024-06-24,engine,385379,6.6,652.87,836.82,1489.69,milwaukee,5.7,scheduled engine
maint00002435,trk00012,2024-06-24,brake,179468,7.2,807.85,2631.86,3439.71,denver,15.1,routine brake
maint00002436,trk00014,2024-06-25,repair,223836,7.4,794.99,2229.43,3024.42,charlotte,31.8,scheduled repair
maint00002437,trk00067,2024-06-25,transmission,726147,3.6,324.05,1387.44,1711.49,phoenix,7.7,scheduled transmission
maint00002438,trk00050,2024-06-26,inspection,692147,1.9,217.19,127.47,344.66,atlanta,8.8,emergency inspection
maint00002439,trk00048,2024-06-26,repair,66820,6.7,776.72,2482.51,3259.23,los angeles,32.3,scheduled repair
maint00002440,trk00088,2024-06-26,preventive,544625,2.4,214.92,529.4,744.32,detroit,27.4,emergency preventive
maint00002441,trk00066,2024-06-27,tire,401329,5.5,680.79,181.73,862.52,nashville,13.3,routine tire
maint00002442,trk00064,2024-06-27,preventive,247944,4.0,449.9,2874.55,3324.45,omaha,32.5,routine preventive
maint00002443,trk00025,2024-06-27,inspection,691976,1.1,109.31,5.95,115.26,minneapolis,24.9,scheduled inspection
maint00002444,trk00040,2024-06-27,brake,89281,4.6,411.98,751.02,1163.0,chicago,4.1,scheduled brake
maint00002445,trk00003,2024-06-27,preventive,99370,1.0,115.53,2495.37,2610.9,los angeles,17.5,scheduled preventive
maint00002446,trk00054,2024-06-27,brake,74924,3.1,343.95,983.19,1327.14,philadelphia,5.1,emergency brake
maint00002447,trk00050,2024-06-28,transmission,272543,0.8,69.23,1396.4,1465.63,dallas,18.7,scheduled transmission
maint00002448,trk00065,2024-06-28,brake,363599,6.0,693.94,1189.05,1882.99,chicago,38.8,emergency brake
maint00002449,trk00080,2024-06-28,engine,736941,1.4,138.29,120.72,259.01,salt lake city,18.3,emergency engine
maint00002450,trk00072,2024-06-29,repair,419886,1.5,147.6,247.78,395.38,chicago,33.1,routine repair
maint00002451,trk00073,2024-06-29,transmission,723532,1.3,117.03,1802.31,1919.34,columbus,14.0,routine transmission
maint00002452,trk00070,2024-06-29,tire,558364,0.7,68.6,1510.09,1578.69,las vegas,41.0,routine tire
maint00002453,trk00032,2024-06-29,preventive,656612,0.6,55.92,2225.04,2280.96,philadelphia,6.3,scheduled preventive
maint00002454,trk00069,2024-06-29,repair,373200,2.5,265.46,2221.91,2487.37,indianapolis,13.7,scheduled repair
maint00002455,trk00082,2024-06-29,repair,741791,4.2,447.14,907.02,1354.16,los angeles,43.2,emergency repair
maint00002456,trk00021,2024-06-30,repair,600293,2.0,189.37,1396.49,1585.86,indianapolis,30.3,emergency repair
maint00002457,trk00013,2024-06-30,tire,263276,5.1,581.52,482.2,1063.72,las vegas,21.5,scheduled tire
maint00002458,trk00029,2024-07-01,preventive,491499,2.1,236.36,2928.91,3165.27,houston,39.5,scheduled preventive
maint00002459,trk00025,2024-07-01,inspection,63553,1.7,146.83,57.9,204.73,seattle,31.0,routine inspection
maint00002460,trk00010,2024-07-01,repair,680368,5.5,625.58,2743.9,3369.48,minneapolis,27.6,scheduled repair
maint00002461,trk00066,2024-07-02,transmission,688974,4.2,497.11,2326.68,2823.79,dallas,45.4,emergency transmission
maint00002462,trk00089,2024-07-02,tire,466463,7.3,784.9,2599.85,3384.75,kansas city,35.4,emergency tire
maint00002463,trk00048,2024-07-03,engine,242138,7.4,647.85,341.23,989.08,columbus,26.4,scheduled engine
maint00002464,trk00119,2024-07-03,inspection,651144,3.6,331.49,13.33,344.82,los angeles,35.2,routine inspection
maint00002465,trk00077,2024-07-04,transmission,154374,3.1,336.84,1535.69,1872.53,los angeles,20.8,emergency transmission
maint00002466,trk00067,2024-07-04,inspection,570599,6.8,815.41,10.71,826.12,dallas,32.6,scheduled inspection
maint00002467,trk00017,2024-07-04,transmission,472706,1.0,104.44,1508.99,1613.43,oklahoma city,15.0,scheduled transmission
maint00002468,trk00077,2024-07-05,engine,50454,1.8,212.06,988.49,1200.55,indianapolis,26.4,routine engine
maint00002469,trk00071,2024-07-05,preventive,574689,0.8,88.03,1222.44,1310.47,milwaukee,38.3,scheduled preventive
maint00002470,trk00075,2024-07-05,inspection,483990,2.0,222.67,19.98,242.65,denver,10.9,scheduled inspection
maint00002471,trk00013,2024-07-05,brake,211740,3.5,415.77,3342.09,3757.86,minneapolis,48.0,routine brake
maint00002472,trk00033,2024-07-07,transmission,576774,3.9,413.66,2581.77,2995.43,detroit,36.2,emergency transmission
maint00002473,trk00117,2024-07-07,engine,233547,6.1,537.28,3223.93,3761.21,dallas,20.0,emergency engine
maint00002474,trk00054,2024-07-07,brake,688774,1.7,160.89,1757.45,1918.34,portland,46.5,emergency brake
maint00002475,trk00020,2024-07-08,engine,318777,1.6,138.15,2251.56,2389.71,atlanta,18.5,routine engine
maint00002476,trk00032,2024-07-08,brake,658050,3.3,282.82,1110.97,1393.79,detroit,10.8,emergency brake
maint00002477,trk00065,2024-07-08,preventive,329997,5.6,547.35,3007.39,3554.74,seattle,17.1,emergency preventive
maint00002478,trk00104,2024-07-08,tire,575067,5.3,656.43,826.97,1483.4,atlanta,47.9,scheduled tire
maint00002479,trk00087,2024-07-08,engine,181660,6.8,661.42,3320.23,3981.65,miami,26.6,routine engine
maint00002480,trk00102,2024-07-09,inspection,632874,7.1,791.64,67.26,858.9,atlanta,21.5,routine inspection
maint00002481,trk00012,2024-07-09,repair,712813,6.0,596.6,1676.94,2273.54,miami,20.2,scheduled repair
maint00002482,trk00111,2024-07-11,transmission,607783,4.0,438.7,3049.07,3487.77,phoenix,25.6,emergency transmission
maint00002483,trk00062,2024-07-12,repair,654844,0.9,84.19,3404.92,3489.11,nashville,4.0,scheduled repair
maint00002484,trk00040,2024-07-12,transmission,104121,7.6,938.56,2404.96,3343.52,seattle,38.8,emergency transmission
maint00002485,trk00084,2024-07-13,brake,379456,6.6,734.05,109.2,843.25,los angeles,21.5,routine brake
maint00002486,trk00025,2024-07-14,brake,674914,7.2,765.64,3056.91,3822.55,kansas city,43.9,emergency brake
maint00002487,trk00062,2024-07-14,inspection,471651,7.5,892.76,52.5,945.26,minneapolis,38.0,scheduled inspection
maint00002488,trk00061,2024-07-15,inspection,260966,6.1,729.34,1.44,730.78,las vegas,36.3,emergency inspection
maint00002489,trk00069,2024-07-15,repair,74409,7.6,943.18,1057.17,2000.35,indianapolis,3.2,scheduled repair
maint00002490,trk00020,2024-07-15,transmission,679585,8.0,899.64,1043.89,1943.53,memphis,25.7,emergency transmission
maint00002491,trk00026,2024-07-15,engine,535330,2.9,256.8,2117.99,2374.79,memphis,41.0,scheduled engine
maint00002492,trk00032,2024-07-16,engine,588296,5.3,496.53,2504.15,3000.68,chicago,11.0,scheduled engine
maint00002493,trk00092,2024-07-16,inspection,114462,4.8,487.83,129.21,617.04,atlanta,17.8,emergency inspection
maint00002494,trk00044,2024-07-16,brake,59305,7.2,725.67,1867.66,2593.33,oklahoma city,2.7,emergency brake
maint00002495,trk00119,2024-07-17,preventive,713978,3.7,348.13,531.49,879.62,charlotte,34.7,scheduled preventive
maint00002496,trk00062,2024-07-18,transmission,593405,0.7,84.31,202.05,286.36,charlotte,4.8,scheduled transmission
maint00002497,trk00003,2024-07-18,preventive,351420,2.7,286.03,1767.5,2053.53,new york,25.8,routine preventive
maint00002498,trk00060,2024-07-18,inspection,139126,5.1,486.66,41.16,527.82,charlotte,22.9,scheduled inspection
maint00002499,trk00100,2024-07-18,preventive,681205,4.3,377.01,1383.35,1760.36,minneapolis,9.7,routine preventive
maint00002500,trk00054,2024-07-19,brake,558140,7.0,768.96,3378.24,4147.2,denver,29.8,scheduled brake
maint00002501,trk00004,2024-07-20,inspection,222708,2.7,255.66,35.8,291.46,philadelphia,8.5,emergency inspection
maint00002502,trk00105,2024-07-20,tire,531497,3.4,331.03,1402.7,1733.73,nashville,26.9,scheduled tire
maint00002503,trk00113,2024-07-20,preventive,311859,7.7,801.89,828.21,1630.1,las vegas,46.9,scheduled preventive
maint00002504,trk00050,2024-07-20,engine,66290,0.8,90.21,583.33,673.54,nashville,11.0,routine engine
maint00002505,trk00068,2024-07-21,inspection,417576,2.2,190.05,87.4,277.45,miami,32.5,emergency inspection
maint00002506,trk00091,2024-07-21,inspection,206695,6.1,620.93,84.26,705.19,minneapolis,9.2,routine inspection
maint00002507,trk00065,2024-07-21,engine,74931,2.6,241.89,3042.27,3284.16,portland,22.0,emergency engine
maint00002508,trk00088,2024-07-22,preventive,619031,7.9,775.24,658.12,1433.36,chicago,38.0,emergency preventive
maint00002509,trk00047,2024-07-22,brake,326977,1.5,170.22,1522.8,1693.02,indianapolis,33.0,routine brake
maint00002510,trk00077,2024-07-23,engine,244401,4.9,482.87,1720.67,2203.54,oklahoma city,2.7,emergency engine
maint00002511,trk00013,2024-07-23,tire,159378,3.9,375.27,2635.87,3011.14,milwaukee,8.7,emergency tire
maint00002512,trk00097,2024-07-24,transmission,336426,2.3,270.04,1090.89,1360.93,detroit,46.8,routine transmission
maint00002513,trk00057,2024-07-24,repair,294127,5.4,464.39,1317.13,1781.52,las vegas,6.7,emergency repair
maint00002514,trk00062,2024-07-25,transmission,459208,6.9,735.58,2888.72,3624.3,houston,46.4,scheduled transmission
maint00002515,trk00051,2024-07-26,repair,504395,5.9,574.23,2690.61,3264.84,milwaukee,40.8,emergency repair
maint00002516,trk00002,2024-07-26,tire,104847,4.4,526.29,1347.05,1873.34,miami,3.5,scheduled tire
maint00002517,trk00063,2024-07-26,repair,320016,7.3,761.5,997.38,1758.88,miami,5.0,scheduled repair
maint00002518,trk00073,2024-07-26,inspection,271301,0.8,84.61,113.83,198.44,miami,4.4,emergency inspection
maint00002519,trk00080,2024-07-26,repair,325426,0.8,82.47,1020.0,1102.47,denver,7.9,emergency repair
maint00002520,trk00045,2024-07-27,inspection,304395,4.9,544.23,75.71,619.94,dallas,47.4,emergency inspection
maint00002521,trk00052,2024-07-27,repair,699960,1.6,157.1,2307.48,2464.58,las vegas,32.9,routine repair
maint00002522,trk00004,2024-07-28,inspection,342164,5.1,461.86,89.04,550.9,memphis,7.0,routine inspection
maint00002523,trk00030,2024-07-29,brake,682574,5.7,645.46,659.39,1304.85,philadelphia,13.3,routine brake
maint00002524,trk00032,2024-07-29,repair,617076,6.9,603.2,266.06,869.26,memphis,39.3,emergency repair
maint00002525,trk00013,2024-07-29,engine,62601,4.0,400.21,276.76,676.97,denver,25.5,emergency engine
maint00002526,trk00095,2024-07-30,tire,690223,1.8,166.59,640.27,806.86,new york,26.3,emergency tire
maint00002527,trk00075,2024-07-30,brake,493007,7.9,901.74,1342.88,2244.62,atlanta,25.9,scheduled brake
maint00002528,trk00116,2024-07-31,tire,248466,5.9,503.61,2994.3,3497.91,phoenix,41.3,emergency tire
maint00002529,trk00089,2024-08-01,brake,152201,7.3,636.61,3139.19,3775.8,las vegas,13.7,emergency brake
maint00002530,trk00070,2024-08-01,tire,651093,7.0,737.6,1963.55,2701.15,memphis,30.3,scheduled tire
maint00002531,trk00097,2024-08-01,preventive,147108,1.2,133.61,2747.54,2881.15,miami,16.7,scheduled preventive
maint00002532,trk00092,2024-08-01,repair,644465,6.4,582.65,3310.4,3893.05,phoenix,47.5,scheduled repair
maint00002533,trk00033,2024-08-02,tire,314873,3.4,348.47,2166.77,2515.24,columbus,47.7,emergency tire
maint00002534,trk00071,2024-08-03,engine,653749,3.2,343.74,2475.44,2819.18,detroit,2.7,routine engine
maint00002535,trk00063,2024-08-03,tire,341580,5.1,572.37,1117.05,1689.42,phoenix,46.1,emergency tire
maint00002536,trk00072,2024-08-03,transmission,70062,4.6,460.66,1295.04,1755.7,portland,36.9,routine transmission
maint00002537,trk00119,2024-08-03,inspection,603018,6.6,776.98,138.47,915.45,columbus,45.6,scheduled inspection
maint00002538,trk00104,2024-08-04,preventive,394808,1.4,155.83,2580.04,2735.87,charlotte,18.8,routine preventive
maint00002539,trk00118,2024-08-04,engine,557766,6.5,596.06,2929.27,3525.33,phoenix,45.9,emergency engine
maint00002540,trk00085,2024-08-05,engine,281572,4.2,501.55,220.01,721.56,las vegas,22.5,routine engine
maint00002541,trk00038,2024-08-05,brake,348381,1.1,122.36,3144.12,3266.48,kansas city,46.0,scheduled brake
maint00002542,trk00113,2024-08-06,tire,511084,2.1,243.96,990.57,1234.53,new york,5.4,scheduled tire
maint00002543,trk00061,2024-08-08,preventive,493328,4.0,456.01,2096.5,2552.51,indianapolis,45.8,scheduled preventive
maint00002544,trk00004,2024-08-08,repair,211955,2.6,229.29,2561.88,2791.17,omaha,19.2,routine repair
maint00002545,trk00013,2024-08-08,engine,116352,5.9,610.16,680.15,1290.31,charlotte,24.3,routine engine
